Share,Last Traded Price,High Price,Low Price,Close,Volume,Open
,,,,,,56.84
,,,,,,54.47
,,,,,,52.07
,,,,,,53.25
,,,,,,53.98
,,,,,,54.03
,,,,,,49.44
,,,,,,48.65
,,,,,,51.23
,,,,,,51.76
,,,,,,51.72
,,,,,,53.2
,,,,,,54.33
,,,,,,54.95
,,,,,,54.16
,,,,,,52.33
,,,,,,51.23
,,,,,,53.07
,,,,,,53.92
,,,,,,54.03
,,,,,,52.1
,,,,,,51.88
,,,,,,52.96
,,,,,,52.99
,,,,,,51.05
,,,,,,50.23
,,,,,,50
,,,,,,51.06
,,,,,,51.02
,,,,,,51.1
,,,,,,50.07
,,,,,,49.35
,,,,,,49.05
,,,,,,46.7
,,,,,,46.3
,,,,,,47
,,,,,,46.86
,,,,,,45.99
,,,,,,45.27
,,,,,,46.12
,,,,,,46.12
,,,,,,45.6
,,,,,,45.85
,,,,,,46.15
,,,,,,46.28
,,,,,,46.91
,,,,,,46.4
,,,,,,47.39
,,,,,,46.48
,,,,,,43.46
,,,,,,43.39
,,,,,,44
,,,,,,42.93
,,,,,,43
,,,,,,42.49
,,,,,,42.89
,,,,,,43.19
,,,,,,42.89
,,,,,,42.57
,,,,,,43.56
,,,,,,43.85
,,,,,,43.83
,,,,,,44.01
,,,,,,43.99
,,,,,,43.44
,,,,,,43.7
,,,,,,42.86
,,,,,,41.52
,,,,,,41.41
,,,,,,40.97
,,,,,,40.79
,,,,,,38.29
,,,,,,38.23
,,,,,,38.37
,,,,,,37.87
,,,,,,36.81
,,,,,,37.71
,,,,,,36.55
,,,,,,36.83
,,,,,,36.61
,,,,,,37.23
,,,,,,37.49
,,,,,,36.84
,,,,,,39.09
,,,,,,38.83
,,,,,,38.26
,,,,,,37.72
,,,,,,37.85
,,,,,,38.47
,,,,,,37.19
,,,,,,36.87
,,,,,,35.92
,,,,,,35.89
,,,,,,37.4
,,,,,,37
,,,,,,36.63
,,,,,,37.6
,,,,,,38.33
,,,,,,38.16
,,,,,,40.05
,,,,,,39.89
,,,,,,40.66
,,,,,,40.64
,,,,,,39.94
,,,,,,39.5
,,,,,,39.45
,,,,,,37.85
,,,,,,37.25
,,,,,,35.78
,,,,,,35.45
,,,,,,35.14
,,,,,,34.56
,,,,,,34.2
,,,,,,35.42
,,,,,,35.2
,,,,,,36.75
,,,,,,37.28
,,,,,,36.89
,,,,,,37.25
,,,,,,36.11
,,,,,,36.4
,,,,,,36.21
,,,,,,36.15
,,,,,,36.29
,,,,,,35.89
,,,,,,36.78
,,,,,,36.49
,,,,,,36.84
,,,,,,36.4
,,,,,,37.66
,,,,,,36.6
,,,,,,35
,,,,,,36.62
,,,,,,38.81
,,,,,,42.95
,,,,,,42.49
,,,,,,44.15
,,,,,,43.7
,,,,,,42.33
,,,,,,42.4
,,,,,,41.22
,,,,,,40.99
,,,,,,42.09
,,,,,,42.45
,,,,,,42.07
,,,,,,42.56
,,,,,,42.75
,,,,,,42.91
,,,,,,42.45
,,,,,,43.71
,,,,,,43.29
,,,,,,43.33
,,,,,,41.53
,,,,,,41.21
,,,,,,40.64
,,,,,,40.52
,,,,,,40.21
,,,,,,39.53
,,,,,,39.64
,,,,,,41.9
,,,,,,42.8
,,,,,,42.76
,,,,,,44.37
,,,,,,44.25
,,,,,,44.99
,,,,,,44.68
,,,,,,89.62
,,,,,,88.48
,,,,,,86.72
,,,,,,86.3
,,,,,,87.74
,,,,,,90.65
,,,,,,88.15
,,,,,,86.66
,,,,,,82.73
,,,,,,79.86
,,,,,,78.72
,,,,,,81.04
,,,,,,79.07
,,,,,,78.93
,,,,,,77.87
,,,,,,79.1
,,,,,,77.95
,,,,,,77.05
,,,,,,74.58
,,,,,,72.62
,,,,,,72.16
,,,,,,72.66
,,,,,,71.37
,,,,,,70.98
,,,,,,71.31
,,,,,,69.65
,,,,,,70.49
,,,,,,69.85
,,,,,,70.25
,,,,,,73.71
,,,,,,65.45
,,,,,,68.25
,,,,,,69.83
,,,,,,65
,,,,,,64.67
,,,,,,64.46
,,,,,,63.79
,,,,,,64.78
,,,,,,64.89
,,,,,,64.81
,,,,,,63.81
,,,,,,63.3
,,,,,,64.8
,,,,,,63.75
,,,,,,63.66
,,,,,,63.56
,,,,,,65.47
,,,,,,66.84
,,,,,,66.15
,,,,,,65.24
,,,,,,65.4
,,,,,,65.62
,,,,,,65.03
,,,,,,62.81
,,,,,,63.08
,,,,,,65.93
,,,,,,64.25
,,,,,,64.53
,,,,,,66.13
,,,,,,67.79
,,,,,,68.79
,,,,,,68.95
,,,,,,65.35
,,,,,,61.69
,,,,,,62.3
,,,,,,61.8
,,,,,,55.49
,,,,,,54.3
,,,,,,55.19
,,,,,,55.16
,,,,,,55.2
,,,,,,55.01
,,,,,,54.95
,,,,,,53.95
,,,,,,54.23
,,,,,,54.27
,,,,,,54.86
,,,,,,55.03
,,,,,,54.37
,,,,,,52.4
,,,,,,52.5
,,,,,,51.84
,,,,,,49.98
,,,,,,48.51
,,,,,,47.45
,,,,,,47.2
,,,,,,47.54
,,,,,,47.48
,,,,,,47.18
,,,,,,48.1
,,,,,,44.7
,,,,,,44.88
,,,,,,43.19
,,,,,,38.87
,,,,,,38.5
,,,,,,38.8
,,,,,,39.56
,,,,,,40.54
,,,,,,39.5
,,,,,,38.56
,,,,,,39.18
,,,,,,39.12
,,,,,,39
,,,,,,37.93
,,,,,,37.46
,,,,,,36.95
,,,,,,37.45
,,,,,,37.04
,,,,,,38.1
,,,,,,37.75
,,,,,,36.88
,,,,,,36.55
,,,,,,35.2
,,,,,,35.36
,,,,,,35.24
,,,,,,35.88
,,,,,,35.66
,,,,,,36.1
,,,,,,35.7
,,,,,,35.4
,,,,,,35.01
,,,,,,35.5
,,,,,,34.3
,,,,,,34.07
,,,,,,34
,,,,,,34.68
,,,,,,33.04
,,,,,,31.87
,,,,,,31.26
,,,,,,30.86
,,,,,,30.71
,,,,,,31.51
,,,,,,30.51
,,,,,,30.58
,,,,,,31
,,,,,,30.6
,,,,,,30.45
,,,,,,31.1
,,,,,,30.39
,,,,,,29.85
,,,,,,30.9
,,,,,,31.81
,,,,,,31.19
,,,,,,31.45
,,,,,,31.18
,,,,,,32.65
,,,,,,32.47
,,,,,,32.31
,,,,,,31.8
,,,,,,30.85
,,,,,,31.53
,,,,,,31.25
,,,,,,32.42
,,,,,,31.95
,,,,,,32.01
,,,,,,32.8
,,,,,,32.66
,,,,,,28.86
,,,,,,29.25
,,,,,,30.02
,,,,,,30.27
,,,,,,30.13
,,,,,,30.85
,,,,,,31.27
,,,,,,30.48
,,,,,,32.1
,,,,,,32.56
,,,,,,32.07
,,,,,,34.18
,,,,,,33.07
,,,,,,33.51
,,,,,,33
,,,,,,32.3
,,,,,,33.12
,,,,,,32.66
,,,,,,32.56
,,,,,,30.66
,,,,,,30.54
,,,,,,30.65
,,,,,,30.2
,,,,,,30.09
,,,,,,29.99
,,,,,,29.04
,,,,,,28.56
,,,,,,28.72
,,,,,,28.03
,,,,,,27.79
,,,,,,28.08
,,,,,,28.46
,,,,,,28.33
,,,,,,27.5
,,,,,,27.29
,,,,,,26.9
,,,,,,26.63
,,,,,,27.4
,,,,,,26.97
,,,,,,26.7
,,,,,,27.25
,,,,,,27.1
,,,,,,26.79
,,,,,,26.4
,,,,,,26.27
,,,,,,26.55
,,,,,,26.4
,,,,,,26.2
,,,,,,25.97
,,,,,,26
,,,,,,26.71
,,,,,,26.45
,,,,,,26.82
,,,,,,27.24
,,,,,,27.58
,,,,,,27.7
,,,,,,27.56
,,,,,,27.6
,,,,,,28.21
,,,,,,28.12
,,,,,,29.15
,,,,,,28.82
,,,,,,26.74
,,,,,,27.98
,,,,,,27.5
,,,,,,27.88
,,,,,,27.61
,,,,,,27.71
,,,,,,27.48
,,,,,,27.75
,,,,,,26.89
,,,,,,27.92
,,,,,,27.74
,,,,,,27.37
,,,,,,27
,,,,,,26.14
,,,,,,25.27
,,,,,,25.88
,,,,,,25.37
,,,,,,25.56
,,,,,,25.94
,,,,,,25.96
,,,,,,26.55
,,,,,,27.03
,,,,,,27.32
,,,,,,27.27
,,,,,,27.04
,,,,,,25.9
,,,,,,26.62
,,,,,,24.95
,,,,,,23.93
,,,,,,23.6
,,,,,,24
,,,,,,24.1
,,,,,,22.96
,,,,,,22.88
,,,,,,22.28
,,,,,,22.14
,,,,,,22.34
,,,,,,22.5
,,,,,,23.33
,,,,,,23.18
,,,,,,23.1
,,,,,,23.85
,,,,,,23.61
,,,,,,23.09
,,,,,,22.62
,,,,,,22.62
,,,,,,22.45
,,,,,,21.82
,,,,,,22
,,,,,,22.3
,,,,,,22.46
,,,,,,22.65
,,,,,,22.63
,,,,,,22.84
,,,,,,23.04
,,,,,,22.46
,,,,,,22.42
,,,,,,22.56
,,,,,,22.7
,,,,,,22.67
,,,,,,22.89
,,,,,,22.91
,,,,,,24.4
,,,,,,24.7
,,,,,,23.25
,,,,,,23.23
,,,,,,22.84
,,,,,,22.1
,,,,,,22.25
,,,,,,21.42
,,,,,,21.55
,,,,,,21.35
,,,,,,21.18
,,,,,,20.91
,,,,,,20.35
,,,,,,19.72
,,,,,,19.92
,,,,,,19.65
,,,,,,20.19
,,,,,,19.9
,,,,,,20.08
,,,,,,20.19
,,,,,,21.49
,,,,,,21.32
,,,,,,20.25
,,,,,,20.45
,,,,,,21.17
,,,,,,20.78
,,,,,,20.9
,,,,,,20.94
,,,,,,21.54
,,,,,,21.6
,,,,,,21.04
,,,,,,20.78
,,,,,,20.89
,,,,,,21.23
,,,,,,20.5
,,,,,,20.34
,,,,,,20.1
,,,,,,20.56
,,,,,,21.21
,,,,,,21.35
,,,,,,22.48
,,,,,,22.07
,,,,,,21.48
,,,,,,21.9
,,,,,,22.45
,,,,,,23.19
,,,,,,22.91
,,,,,,22.82
,,,,,,23.07
,,,,,,22.83
,,,,,,23.3
,,,,,,23.99
,,,,,,23.51
,,,,,,22.56
,,,,,,22.75
,,,,,,22.56
,,,,,,22.73
,,,,,,22.94
,,,,,,23.31
,,,,,,22.6
,,,,,,23.38
,,,,,,23.8
,,,,,,24.85
,,,,,,24.32
,,,,,,23.73
,,,,,,23.5
,,,,,,23.3
,,,,,,23.25
,,,,,,22.05
,,,,,,21.67
,,,,,,20.99
,,,,,,20.8
,,,,,,20.71
,,,,,,21.09
,,,,,,21.49
,,,,,,20.3
,,,,,,21.34
,,,,,,22.21
,,,,,,22.02
,,,,,,22.18
,,,,,,22.88
,,,,,,22.1
,,,,,,22.37
,,,,,,22.21
,,,,,,22.81
,,,,,,22.51
,,,,,,22.25
,,,,,,22.25
,,,,,,22.53
,,,,,,22.48
,,,,,,22.73
,,,,,,23.16
,,,,,,22.8
,,,,,,22.66
,,,,,,22.2
,,,,,,21.33
,,,,,,20.91
,,,,,,20.75
,,,,,,20.78
,,,,,,21.81
,,,,,,21.03
,,,,,,20.18
,,,,,,20.37
,,,,,,19.86
,,,,,,20.02
,,,,,,20.21
,,,,,,19.86
,,,,,,19.76
,,,,,,19.82
,,,,,,20.11
,,,,,,19.73
,,,,,,20.06
,,,,,,21.35
,,,,,,20.53
,,,,,,21
,,,,,,20.74
,,,,,,20.77
,,,,,,20.99
,,,,,,21.5
,,,,,,20.41
,,,,,,21.04
,,,,,,20.95
,,,,,,20.87
,,,,,,20.69
,,,,,,20.9
,,,,,,20.19
,,,,,,19.97
,,,,,,20.02
,,,,,,20.01
,,,,,,19.66
,,,,,,19.88
,,,,,,20.21
,,,,,,19.52
,,,,,,19.27
,,,,,,19
,,,,,,19.03
,,,,,,18.87
,,,,,,18.68
,,,,,,19.3
,,,,,,18.7
,,,,,,18.86
,,,,,,19.47
,,,,,,19.3
,,,,,,19.35
,,,,,,19.36
,,,,,,18.45
,,,,,,18.41
,,,,,,17.6
,,,,,,17.75
,,,,,,17.55
,,,,,,17.15
,,,,,,16.89
,,,,,,16.94
,,,,,,17.74
,,,,,,17.45
,,,,,,17.3
,,,,,,17.44
,,,,,,18.1
,,,,,,18.12
,,,,,,18.29
,,,,,,18.5
,,,,,,17.96
,,,,,,18.21
,,,,,,17.89
,,,,,,17.79
,,,,,,18.1
,,,,,,18.53
,,,,,,18.59
,,,,,,18.6
,,,,,,18.83
,,,,,,18.43
,,,,,,18.15
,,,,,,18.33
,,,,,,17.7
,,,,,,17.33
,,,,,,16.12
,,,,,,14.77
,,,,,,14.46
,,,,,,14.25
,,,,,,13.93
,,,,,,13.98
,,,,,,13.48
,,,,,,13.46
,,,,,,13.52
,,,,,,13.53
,,,,,,13.18
,,,,,,13.13
,,,,,,13.2
,,,,,,12.99
,,,,,,13.59
,,,,,,13.71
,,,,,,14.05
,,,,,,14.2
,,,,,,14.52
,,,,,,14.51
,,,,,,14.85
,,,,,,14.52
,,,,,,14.56
,,,,,,14.36
,,,,,,14.2
,,,,,,14.33
,,,,,,14.4
,,,,,,14.32
,,,,,,14.55
,,,,,,14.41
,,,,,,14.67
,,,,,,15.09
,,,,,,14.93
,,,,,,15.07
,,,,,,15
,,,,,,14.89
,,,,,,14.68
,,,,,,14.47
,,,,,,14.17
,,,,,,14.36
,,,,,,14.51
,,,,,,14.47
,,,,,,14.58
,,,,,,14.61
,,,,,,14.74
,,,,,,15.01
,,,,,,14.86
,,,,,,14.57
,,,,,,14.99
,,,,,,14.68
,,,,,,14.86
,,,,,,14.82
,,,,,,14.85
,,,,,,15.07
,,,,,,14.75
,,,,,,14.61
,,,,,,14.41
,,,,,,14.27
,,,,,,14.5
,,,,,,14.26
,,,,,,14.55
,,,,,,14.36
,,,,,,14.71
,,,,,,14.45
,,,,,,14.41
,,,,,,14.19
,,,,,,14.98
,,,,,,14.55
,,,,,,14.24
,,,,,,13.68
,,,,,,14.24
,,,,,,14.05
,,,,,,13.98
,,,,,,14.21
,,,,,,14.56
,,,,,,14.21
,,,,,,14.59
,,,,,,14.69
,,,,,,14.9
,,,,,,14.58
,,,,,,14.62
,,,,,,14.58
,,,,,,14.79
,,,,,,15.03
,,,,,,14.8
,,,,,,14.36
,,,,,,14
,,,,,,14.08
,,,,,,14.31
,,,,,,14.42
,,,,,,14.44
,,,,,,14.16
,,,,,,14.29
,,,,,,14.53
,,,,,,14.8
,,,,,,14.85
,,,,,,14.81
,,,,,,15.14
,,,,,,15.51
,,,,,,15.3
,,,,,,14.75
,,,,,,14.94
,,,,,,14.65
,,,,,,15.03
,,,,,,15.18
,,,,,,15.2
,,,,,,15.9
,,,,,,15.79
,,,,,,15.6
,,,,,,15.85
,,,,,,16.03
,,,,,,16.09
,,,,,,15.9
,,,,,,15.3
,,,,,,15.55
,,,,,,16.19
,,,,,,16.23
,,,,,,15.9
,,,,,,15.5
,,,,,,15.32
,,,,,,15.74
,,,,,,16.01
,,,,,,16.94
,,,,,,17.08
,,,,,,16.75
,,,,,,16.5
,,,,,,15.94
,,,,,,15.99
,,,,,,15.49
,,,,,,15.57
,,,,,,15.55
,,,,,,14.69
,,,,,,15.02
,,,,,,14.63
,,,,,,14.47
,,,,,,14.26
,,,,,,14
,,,,,,14.21
,,,,,,14.86
,,,,,,15.22
,,,,,,14.55
,,,,,,14.25
,,,,,,13.63
,,,,,,13.54
,,,,,,13.9
,,,,,,13.97
,,,,,,14.36
,,,,,,14.18
,,,,,,14.33
,,,,,,14.59
,,,,,,14.4
,,,,,,14.49
,,,,,,15.1
,,,,,,14.69
,,,,,,14.4
,,,,,,14.76
,,,,,,14.62
,,,,,,14.75
,,,,,,14.69
,,,,,,14.57
,,,,,,14.14
,,,,,,14.13
,,,,,,14.2
,,,,,,14.34
,,,,,,14.41
,,,,,,14.28
,,,,,,14.51
,,,,,,14.22
,,,,,,14.2
,,,,,,14.49
,,,,,,14.73
,,,,,,14.65
,,,,,,14.8
,,,,,,15.71
,,,,,,15.95
,,,,,,15.9
,,,,,,16.2
,,,,,,16.01
,,,,,,15.97
,,,,,,15.78
,,,,,,15.45
,,,,,,15.25
,,,,,,14.67
,,,,,,14.9
,,,,,,14.9
,,,,,,15.25
,,,,,,14.77
,,,,,,15.09
,,,,,,14.21
,,,,,,14.51
,,,,,,14.74
,,,,,,15.11
,,,,,,15.4
,,,,,,14.85
,,,,,,14.48
,,,,,,14.46
,,,,,,14.93
,,,,,,14.33
,,,,,,14.9
,,,,,,14.75
,,,,,,14.7
,,,,,,15.5
,,,,,,16.13
,,,,,,18.15
,,,,,,17.43
,,,,,,18.55
,,,,,,17.26
,,,,,,17.71
,,,,,,18.09
,,,,,,18.52
,,,,,,17.71
,,,,,,16.81
,,,,,,17.03
,,,,,,17.71
,,,,,,17.1
,,,,,,16.79
,,,,,,16.8
,,,,,,17.4
,,,,,,16.77
,,,,,,16.97
,,,,,,17.17
,,,,,,17.37
,,,,,,20.42
,,,,,,20.24
,,,,,,19.24
,,,,,,20.02
,,,,,,20.41
,,,,,,21.64
,,,,,,21.48
,,,,,,21.76
,,,,,,22.96
,,,,,,22.83
,,,,,,22.88
,,,,,,23.39
,,,,,,24.09
,,,,,,23.77
,,,,,,23.92
,,,,,,23.69
,,,,,,24.99
,,,,,,24.45
,,,,,,23.37
,,,,,,24.83
,,,,,,24.57
,,,,,,25.49
,,,,,,25.06
,,,,,,25.37
,,,,,,24.45
,,,,,,23.52
,,,,,,24.29
,,,,,,24.25
,,,,,,23.2
,,,,,,22.94
,,,,,,23.35
,,,,,,23.57
,,,,,,23.81
,,,,,,24.29
,,,,,,23.89
,,,,,,23.16
,,,,,,24.28
,,,,,,23.56
,,,,,,24.3
,,,,,,24.54
,,,,,,24.84
,,,,,,25.49
,,,,,,25.5
,,,,,,25.93
,,,,,,25.15
,,,,,,25.06
,,,,,,25.01
,,,,,,25.03
,,,,,,24.21
,,,,,,24.59
,,,,,,24.16
,,,,,,24.95
,,,,,,23.67
,,,,,,24.05
,,,,,,24
,,,,,,23.38
,,,,,,23.7
,,,,,,23.35
,,,,,,23.2
,,,,,,24.07
,,,,,,24.22
,,,,,,23.86
,,,,,,24.66
,,,,,,24.69
,,,,,,24.95
,,,,,,24.46
,,,,,,24.3
,,,,,,24.37
,,,,,,24.51
,,,,,,24.6
,,,,,,24.74
,,,,,,24.06
,,,,,,23.48
,,,,,,24.15
,,,,,,23.26
,,,,,,21.93
,,,,,,22.15
,,,,,,23.94
,,,,,,23.91
,,,,,,22.85
,,,,,,21.66
,,,,,,22.92
,,,,,,22.77
,,,,,,23.76
,,,,,,24.53
,,,,,,25.05
,,,,,,24.73
,,,,,,24.66
,,,,,,23.93
,,,,,,24.4
,,,,,,24.65
,,,,,,25.6
,,,,,,25.09
,,,,,,24.32
,,,,,,24.34
,,,,,,24.16
,,,,,,23.07
,,,,,,23.22
,,,,,,23.4
,,,,,,22.89
,,,,,,22.91
,,,,,,21.8
,,,,,,22.27
,,,,,,22
,,,,,,21.96
,,,,,,21.41
,,,,,,21.32
,,,,,,21.01
,,,,,,21.39
,,,,,,21.22
,,,,,,22.8
,,,,,,22.75
,,,,,,23.72
,,,,,,23.34
,,,,,,23
,,,,,,22.05
,,,,,,22.51
,,,,,,21.97
,,,,,,21.58
,,,,,,21.35
,,,,,,20.9
,,,,,,21.01
,,,,,,21.4
,,,,,,20.58
,,,,,,20.89
,,,,,,20.4
,,,,,,20.73
,,,,,,21.49
,,,,,,21.87
,,,,,,22.67
,,,,,,22.29
,,,,,,22.46
,,,,,,23.48
,,,,,,22.36
,,,,,,21.05
,,,,,,21.06
,,,,,,20.47
,,,,,,20.6
,,,,,,20.85
,,,,,,21.2
,,,,,,19.94
,,,,,,19.71
,,,,,,19.61
,,,,,,19.82
,,,,,,19
,,,,,,19.27
,,,,,,19.45
,,,,,,19.59
,,,,,,19.08
,,,,,,18.66
,,,,,,18.6
,,,,,,19.63
,,,,,,19.46
,,,,,,18.96
,,,,,,18.84
,,,,,,18.52
,,,,,,17.65
,,,,,,17.73
,,,,,,17.38
,,,,,,18.57
,,,,,,18.86
,,,,,,18.44
,,,,,,18.06
,,,,,,19.12
,,,,,,18.21
,,,,,,17.94
,,,,,,17.29
,,,,,,18.34
,,,,,,18.09
,,,,,,17.95
,,,,,,17.31
,,,,,,16.92
,,,,,,16.1
,,,,,,16.05
,,,,,,15.57
,,,,,,15.4
,,,,,,15.35
,,,,,,14.95
,,,,,,15.43
,,,,,,15.49
,,,,,,15.71
,,,,,,15.25
,,,,,,15.81
,,,,,,16.14
,,,,,,16.11
,,,,,,14.8
,,,,,,16.29
,,,,,,16.5
,,,,,,16.9
,,,,,,16
,,,,,,17
,,,,,,17.5
,,,,,,18.4
,,,,,,18.24
,,,,,,18.5
,,,,,,17.73
,,,,,,17.74
,,,,,,18.44
,,,,,,18.9
,,,,,,18.6
,,,,,,18
,,,,,,18.2
,,,,,,17.94
,,,,,,18.14
,,,,,,18.14
,,,,,,18
,,,,,,18.27
,,,,,,18.76
,,,,,,19.2
,,,,,,19.1
,,,,,,19.04
,,,,,,18.96
,,,,,,19.26
,,,,,,19.33
,,,,,,19.04
,,,,,,19.89
,,,,,,19.65
,,,,,,19.01
,,,,,,19.27
,,,,,,19.12
,,,,,,18.75
,,,,,,18.48
,,,,,,19.12
,,,,,,19.39
,,,,,,20.09
,,,,,,19.7
,,,,,,21.23
,,,,,,21.78
,,,,,,23.98
,,,,,,24.88
,,,,,,24.13
,,,,,,23.3
,,,,,,21.03
,,,,,,22.95
,,,,,,22.09
,,,,,,22.76
,,,,,,23.6
,,,,,,23.51
,,,,,,23.64
,,,,,,23.66
,,,,,,23.05
,,,,,,23.83
,,,,,,23.34
,,,,,,22.5
,,,,,,22.48
,,,,,,21.55
,,,,,,20
,,,,,,20.85
,,,,,,20.41
,,,,,,20.1
,,,,,,20.04
,,,,,,21.42
,,,,,,19.77
,,,,,,21.05
,,,,,,21.65
,,,,,,20.71
,,,,,,20.93
,,,,,,20.8
,,,,,,21.08
,,,,,,20.13
,,,,,,19.8
,,,,,,20.76
,,,,,,22.32
,,,,,,23.2
,,,,,,23.29
,,,,,,23.75
,,,,,,24
,,,,,,23.63
,,,,,,23.36
,,,,,,24.23
,,,,,,23.26
,,,,,,23.37
,,,,,,22.89
,,,,,,23.01
,,,,,,24.21
,,,,,,24.14
,,,,,,25.35
,,,,,,25.62
,,,,,,24.24
,,,,,,25.97
,,,,,,26.34
,,,,,,25.41
,,,,,,26.7
,,,,,,25.2
,,,,,,25.17
,,,,,,24.21
,,,,,,24.33
,,,,,,24.34
,,,,,,24.93
,,,,,,25.55
,,,,,,21.57
,,,,,,21.2
,,,,,,22.09
,,,,,,21.42
,,,,,,22.98
,,,,,,20.9
,,,,,,20.69
,,,,,,20.8
,,,,,,20.6
,,,,,,19.76
,,,,,,21.36
,,,,,,22.09
,,,,,,22.55
,,,,,,21.77
,,,,,,22.08
,,,,,,21.94
,,,,,,23.13
,,,,,,22.06
,,,,,,20.37
,,,,,,19.78
,,,,,,20.72
,,,,,,19.75
,,,,,,19
,,,,,,20.87
,,,,,,18.5
,,,,,,18.87
,,,,,,19.69
,,,,,,20.62
,,,,,,20.69
,,,,,,21.31
,,,,,,20.72
,,,,,,19.37
,,,,,,18.31
,,,,,,17.81
,,,,,,19.37
,,,,,,19.28
,,,,,,19.06
,,,,,,18.62
,,,,,,19.06
,,,,,,18.25
,,,,,,19.19
,,,,,,19
,,,,,,19.69
,,,,,,19.19
,,,,,,19.94
,,,,,,19.06
,,,,,,20.5
,,,,,,20.56
,,,,,,20.66
,,,,,,20.16
,,,,,,20.5
,,,,,,21.12
,,,,,,20.69
,,,,,,21.5
,,,,,,21.56
,,,,,,19.56
,,,,,,19.5
,,,,,,20.56
,,,,,,20.62
,,,,,,19.31
,,,,,,19.06
,,,,,,19.44
,,,,,,17.81
,,,,,,17.56
,,,,,,17.44
,,,,,,17.87
,,,,,,16.25
,,,,,,16.69
,,,,,,16.81
,,,,,,16.94
,,,,,,16.94
,,,,,,18.14
,,,,,,14.5
,,,,,,14.88
,,,,,,14.69
,,,,,,14.38
,,,,,,14.34
,,,,,,14.88
,,,,,,14.13
,,,,,,14.25
,,,,,,13.78
,,,,,,14.38
,,,,,,14.56
,,,,,,14.56
,,,,,,15.03
,,,,,,15.56
,,,,,,15.25
,,,,,,15.19
,,,,,,14.81
,,,,,,14.44
,,,,,,14.63
,,,,,,16.94
,,,,,,17.19
,,,,,,17
,,,,,,16.69
,,,,,,18.09
,,,,,,18.69
,,,,,,19.87
,,,,,,18.86
,,,,,,18.81
,,,,,,19.19
,,,,,,18.59
,,,,,,19.19
,,,,,,19.5
,,,,,,20.03
,,,,,,19.94
,,,,,,18.75
,,,,,,19.36
,,,,,,19.87
,,,,,,21.37
,,,,,,21.5
,,,,,,22.44
,,,,,,23
,,,,,,21.12
,,,,,,19.44
,,,,,,19.75
,,,,,,19.12
,,,,,,18.87
,,,,,,18.81
,,,,,,19.06
,,,,,,20.69
,,,,,,20.27
,,,,,,19.06
,,,,,,19.16
,,,,,,19.44
,,,,,,21.69
,,,,,,22.31
,,,,,,20.25
,,,,,,20.31
,,,,,,20.12
,,,,,,21.62
,,,,,,22.62
,,,,,,22.69
,,,,,,23.5
,,,,,,22.37
,,,,,,24.94
,,,,,,26.69
,,,,,,28.19
,,,,,,49.31
,,,,,,51.75
,,,,,,53.31
,,,,,,52.75
,,,,,,50.31
,,,,,,58.5
,,,,,,59.41
,,,,,,59.75
,,,,,,55.25
,,,,,,57.75
,,,,,,58.56
,,,,,,56.75
,,,,,,57.34
,,,,,,58.69
,,,,,,61.63
,,,,,,59.13
,,,,,,61.38
,,,,,,62.66
,,,,,,61.31
,,,,,,58.97
,,,,,,59
,,,,,,57.88
,,,,,,57.25
,,,,,,56.5
,,,,,,54.67
,,,,,,51.47
,,,,,,50.63
,,,,,,50.25
,,,,,,51.38
,,,,,,48.38
,,,,,,46.88
,,,,,,47.25
,,,,,,47.59
,,,,,,46.84
,,,,,,48
,,,,,,48.13
,,,,,,47.94
,,,,,,47.88
,,,,,,49.47
,,,,,,45.56
,,,,,,49
,,,,,,50.31
,,,,,,49.16
,,,,,,52.28
,,,,,,50
,,,,,,49.84
,,,,,,50.31
,,,,,,52.56
,,,,,,54.36
,,,,,,55
,,,,,,55.19
,,,,,,58.5
,,,,,,58.25
,,,,,,57.13
,,,,,,58.5
,,,,,,58.13
,,,,,,57
,,,,,,54.09
,,,,,,52.59
,,,,,,52.5
,,,,,,53.25
,,,,,,52.13
,,,,,,52.81
,,,,,,53.06
,,,,,,53.31
,,,,,,53.78
,,,,,,52.5
,,,,,,53.78
,,,,,,55.75
,,,,,,50.5
,,,,,,98.5
,,,,,,90.56
,,,,,,93.5
,,,,,,91.25
,,,,,,94.69
,,,,,,91.19
,,,,,,96.37
,,,,,,96.75
,,,,,,97.62
,,,,,,93.62
,,,,,,91.97
,,,,,,93.31
,,,,,,93.75
,,,,,,81.75
,,,,,,86.87
,,,,,,87.62
,,,,,,88
,,,,,,88.5
,,,,,,86.19
,,,,,,90.5
,,,,,,93.75
,,,,,,99.25
,,,,,,103
,,,,,,103.62
,,,,,,104.52
,,,,,,108.06
,,,,,,106
,,,,,,101.37
,,,,,,104.06
,,,,,,110.31
,,,,,,112.09
,,,,,,110.81
,,,,,,115.12
,,,,,,118.94
,,,,,,123.25
,,,,,,124.87
,,,,,,127.12
,,,,,,117.19
,,,,,,126.62
,,,,,,122.12
,,,,,,115
,,,,,,123.69
,,,,,,126.19
,,,,,,123.5
,,,,,,109.5
,,,,,,109.31
,,,,,,111.5
,,,,,,119
,,,,,,123.5
,,,,,,131.69
,,,,,,127.25
,,,,,,130.63
,,,,,,126.47
,,,,,,132.63
,,,,,,135.5
,,,,,,127.44
,,,,,,133.56
,,,,,,139.38
,,,,,,137.25
,,,,,,137.63
,,,,,,142.44
,,,,,,142
,,,,,,132.78
,,,,,,122.56
